Market,Year,Month,Day,Hour,Order Mgmt HT (hr),Order Mgmt Interactions,Orders,Analog,Digital,Occur Int,Occur Ord
Atlanta,2025,3,Friday,05:00:00.000,0.001944444444,1,,,,1,
Atlanta,2025,3,Friday,06:00:00.000,6.082115586667,175,5,5,0,4,3
Atlanta,2025,3,Friday,07:00:00.000,13.861094844444,443,34,34,0,4,4
Atlanta,2025,3,Friday,08:00:00.000,30.170179327778,982,76,70,6,4,4
Atlanta,2025,3,Friday,09:00:00.000,44.300693711111,1622,81,81,0,4,4
Atlanta,2025,3,Friday,10:00:00.000,30.511350986667,1138,112,98,14,4,4
Atlanta,2025,3,Friday,11:00:00.000,27.348819888889,937,65,65,0,4,4
Atlanta,2025,3,Friday,12:00:00.000,24.881776516667,992,83,83,0,4,4
Atlanta,2025,3,Friday,13:00:00.000,26.909234866667,1055,58,58,0,4,4
Atlanta,2025,3,Friday,14:00:00.000,18.269982643333,658,77,76,1,4,4
Atlanta,2025,3,Friday,15:00:00.000,10.105595211111,457,65,65,0,4,4
Atlanta,2025,3,Friday,16:00:00.000,13.186453502222,448,23,23,0,4,4
Atlanta,2025,3,Friday,17:00:00.000,3.449846266667,148,36,34,2,4,4
Atlanta,2025,3,Friday,18:00:00.000,0.249722222222,7,13,13,0,3,3
Atlanta,2025,3,Friday,20:00:00.000,,,1,1,0,,1
Atlanta,2025,3,Monday,06:00:00.000,11.263526748889,335,29,29,0,5,5
Atlanta,2025,3,Monday,07:00:00.000,25.729492472222,771,89,89,0,5,5
Atlanta,2025,3,Monday,08:00:00.000,40.610204816667,1036,116,113,3,5,5
Atlanta,2025,3,Monday,09:00:00.000,46.743768377778,1455,142,142,0,5,5
Atlanta,2025,3,Monday,10:00:00.000,46.240574000000,1611,81,79,2,5,5
Atlanta,2025,3,Monday,11:00:00.000,32.141315450000,914,111,110,1,5,5
Atlanta,2025,3,Monday,12:00:00.000,21.898585594444,896,82,82,0,5,5
Atlanta,2025,3,Monday,13:00:00.000,24.918223666667,812,79,79,0,5,5
Atlanta,2025,3,Monday,14:00:00.000,13.299306844444,521,76,76,0,5,5
Atlanta,2025,3,Monday,15:00:00.000,11.125633033333,465,50,50,0,5,5
Atlanta,2025,3,Monday,16:00:00.000,9.321264764444,302,35,35,0,5,5
Atlanta,2025,3,Monday,17:00:00.000,1.966666666667,98,23,23,0,5,5
Atlanta,2025,3,Monday,18:00:00.000,0.015833333333,1,25,25,0,1,5
Atlanta,2025,3,Monday,19:00:00.000,0.019921113333,1,2,2,0,1,1
Atlanta,2025,3,Saturday,06:00:00.000,0.138583123333,8,,,,5,
Atlanta,2025,3,Saturday,07:00:00.000,0.508401747778,22,1,1,0,5,1
Atlanta,2025,3,Saturday,08:00:00.000,0.541006575556,25,,,,5,
Atlanta,2025,3,Saturday,09:00:00.000,0.528275337778,33,2,2,0,5,1
Atlanta,2025,3,Saturday,10:00:00.000,0.543690981111,35,,,,5,
Atlanta,2025,3,Saturday,11:00:00.000,0.355219436667,21,,,,4,
Atlanta,2025,3,Saturday,12:00:00.000,0.226388888889,16,,,,4,
Atlanta,2025,3,Saturday,13:00:00.000,0.018611111111,2,1,1,0,1,1
Atlanta,2025,3,Saturday,14:00:00.000,0.033611111111,3,,,,1,
Atlanta,2025,3,Sunday,16:00:00.000,,,1,1,0,,1
Atlanta,2025,3,Sunday,20:00:00.000,,,1,1,0,,1
Atlanta,2025,3,Thursday,04:00:00.000,0.018888888889,1,,,,1,
Atlanta,2025,3,Thursday,06:00:00.000,6.065723056667,204,7,7,0,4,4
Atlanta,2025,3,Thursday,07:00:00.000,14.292932095556,410,36,36,0,4,4
Atlanta,2025,3,Thursday,08:00:00.000,34.916829861111,1262,61,61,0,4,4
Atlanta,2025,3,Thursday,09:00:00.000,36.126974477778,1467,61,61,0,4,4
Atlanta,2025,3,Thursday,10:00:00.000,33.015562305556,1237,66,66,0,4,4
Atlanta,2025,3,Thursday,11:00:00.000,29.872521023333,1003,62,62,0,4,4
Atlanta,2025,3,Thursday,12:00:00.000,24.177201516667,935,56,53,3,4,4
Atlanta,2025,3,Thursday,13:00:00.000,25.930182730000,948,52,52,0,4,4
Atlanta,2025,3,Thursday,14:00:00.000,20.985782194444,764,51,51,0,4,4
Atlanta,2025,3,Thursday,15:00:00.000,7.852369443333,388,42,42,0,4,4
Atlanta,2025,3,Thursday,16:00:00.000,6.131691916667,271,59,59,0,4,4
Atlanta,2025,3,Thursday,17:00:00.000,4.659979720000,86,27,27,0,4,4
Atlanta,2025,3,Thursday,18:00:00.000,0.043611111111,2,9,9,0,1,3
Atlanta,2025,3,Thursday,22:00:00.000,,,1,1,0,,1
Atlanta,2025,3,Tuesday,06:00:00.000,4.471947102222,150,13,13,0,4,4
Atlanta,2025,3,Tuesday,07:00:00.000,10.793990580000,355,36,36,0,4,4
Atlanta,2025,3,Tuesday,08:00:00.000,26.485441530000,911,48,48,0,4,4
Atlanta,2025,3,Tuesday,09:00:00.000,46.288219361111,1595,82,82,0,4,4
Atlanta,2025,3,Tuesday,10:00:00.000,44.499490477778,1578,71,71,0,4,4
Atlanta,2025,3,Tuesday,11:00:00.000,25.007900438889,922,63,63,0,4,4
Atlanta,2025,3,Tuesday,12:00:00.000,18.656990877778,757,43,43,0,4,4
Atlanta,2025,3,Tuesday,13:00:00.000,25.369693037778,888,57,57,0,4,4
Atlanta,2025,3,Tuesday,14:00:00.000,17.823002157778,791,64,63,1,4,4
Atlanta,2025,3,Tuesday,15:00:00.000,10.610458116667,491,78,78,0,4,4
Atlanta,2025,3,Tuesday,16:00:00.000,9.098360257778,448,44,44,0,4,4
Atlanta,2025,3,Tuesday,17:00:00.000,3.464111860000,106,34,34,0,4,4
Atlanta,2025,3,Tuesday,18:00:00.000,0.202986104444,14,17,17,0,3,3
Atlanta,2025,3,Tuesday,19:00:00.000,,,2,2,0,,1
Atlanta,2025,3,Wednesday,05:00:00.000,0.004166666667,1,,,,1,
Atlanta,2025,3,Wednesday,06:00:00.000,4.178113125556,129,5,5,0,4,2
Atlanta,2025,3,Wednesday,07:00:00.000,14.005127977778,462,46,46,0,4,4
Atlanta,2025,3,Wednesday,08:00:00.000,39.549532605556,1214,46,43,3,4,4
Atlanta,2025,3,Wednesday,09:00:00.000,35.917183522222,1297,88,88,0,4,4
Atlanta,2025,3,Wednesday,10:00:00.000,37.782363727778,1425,74,74,0,4,4
Atlanta,2025,3,Wednesday,11:00:00.000,29.847836650000,1080,90,86,4,4,4
Atlanta,2025,3,Wednesday,12:00:00.000,22.252522910000,1046,78,78,0,4,4
Atlanta,2025,3,Wednesday,13:00:00.000,23.739385916667,801,56,56,0,4,4
Atlanta,2025,3,Wednesday,14:00:00.000,14.896233852222,643,67,67,0,4,4
Atlanta,2025,3,Wednesday,15:00:00.000,12.212424355556,480,44,44,0,4,4
Atlanta,2025,3,Wednesday,16:00:00.000,10.797693627778,501,29,29,0,4,4
Atlanta,2025,3,Wednesday,17:00:00.000,2.132161196667,79,14,14,0,4,4
Atlanta,2025,3,Wednesday,18:00:00.000,0.171413155556,5,24,24,0,3,4
Atlanta,2025,3,Wednesday,19:00:00.000,0.074776151111,2,2,2,0,1,1
Atlanta,2025,3,Wednesday,21:00:00.000,,,1,1,0,,1
Atlanta,2025,4,Friday,06:00:00.000,4.091585697222,161,3,3,0,4,2
Atlanta,2025,4,Friday,07:00:00.000,14.800131201389,482,32,32,0,4,4
Atlanta,2025,4,Friday,08:00:00.000,29.250376331111,1106,79,79,0,4,4
Atlanta,2025,4,Friday,09:00:00.000,36.587568184722,1493,71,61,10,4,4
Atlanta,2025,4,Friday,10:00:00.000,30.329631002778,1123,115,98,17,4,4
Atlanta,2025,4,Friday,11:00:00.000,27.190782262500,1086,94,89,5,4,4
Atlanta,2025,4,Friday,12:00:00.000,21.655000202222,767,55,55,0,4,4
Atlanta,2025,4,Friday,13:00:00.000,14.629010156111,599,60,60,0,4,4
Atlanta,2025,4,Friday,14:00:00.000,12.017498910833,459,55,55,0,4,4
Atlanta,2025,4,Friday,15:00:00.000,7.616546582222,357,80,80,0,4,4
Atlanta,2025,4,Friday,16:00:00.000,3.817204062222,159,43,43,0,4,4
Atlanta,2025,4,Friday,17:00:00.000,2.754238063333,92,33,33,0,4,4
Atlanta,2025,4,Friday,18:00:00.000,,,10,10,0,,3
Atlanta,2025,4,Monday,05:00:00.000,0.104166666667,1,,,,1,
Atlanta,2025,4,Monday,06:00:00.000,10.858219354444,347,22,22,0,4,4
Atlanta,2025,4,Monday,07:00:00.000,14.797883268056,521,42,42,0,4,4
Atlanta,2025,4,Monday,08:00:00.000,36.229219951389,1008,52,52,0,4,4
Atlanta,2025,4,Monday,09:00:00.000,34.761382727778,1142,92,90,2,4,4
Atlanta,2025,4,Monday,10:00:00.000,28.565520938889,1041,77,77,0,4,4
Atlanta,2025,4,Monday,11:00:00.000,25.111644261111,898,70,70,0,4,4
Atlanta,2025,4,Monday,12:00:00.000,20.841199421944,781,74,73,1,4,4
Atlanta,2025,4,Monday,13:00:00.000,19.307315188056,753,81,78,3,4,4
Atlanta,2025,4,Monday,14:00:00.000,13.773396966667,620,77,77,0,4,4
Atlanta,2025,4,Monday,15:00:00.000,7.526247230278,299,47,47,0,4,4
Atlanta,2025,4,Monday,16:00:00.000,5.222777777778,277,48,47,1,4,4
Atlanta,2025,4,Monday,17:00:00.000,2.156977504444,90,51,51,0,4,4
Atlanta,2025,4,Monday,18:00:00.000,0.157222222222,7,7,7,0,3,2
Atlanta,2025,4,Monday,19:00:00.000,,,6,6,0,,1
Atlanta,2025,4,Saturday,06:00:00.000,0.460939291111,21,,,,3,
Atlanta,2025,4,Saturday,07:00:00.000,0.710343586944,22,,,,3,
Atlanta,2025,4,Saturday,08:00:00.000,0.692669439444,30,,,,3,
Atlanta,2025,4,Saturday,09:00:00.000,0.497376554444,30,,,,3,
Atlanta,2025,4,Saturday,10:00:00.000,0.572815649444,38,,,,3,
Atlanta,2025,4,Saturday,11:00:00.000,0.865996667222,32,,,,3,
Atlanta,2025,4,Saturday,12:00:00.000,0.642256626667,30,2,2,0,2,1
Atlanta,2025,4,Saturday,13:00:00.000,0.372527161667,16,,,,1,
Atlanta,2025,4,Saturday,14:00:00.000,0.162607044444,7,,,,2,
Atlanta,2025,4,Thursday,04:00:00.000,,,1,1,0,,1
Atlanta,2025,4,Thursday,06:00:00.000,2.928620992222,113,10,10,0,4,4
Atlanta,2025,4,Thursday,07:00:00.000,13.565001652778,498,35,35,0,4,4
Atlanta,2025,4,Thursday,08:00:00.000,29.908671433889,1060,74,74,0,4,4
Atlanta,2025,4,Thursday,09:00:00.000,39.596916451389,1384,72,72,0,4,4
Atlanta,2025,4,Thursday,10:00:00.000,41.909054287500,1570,108,108,0,4,4
Atlanta,2025,4,Thursday,11:00:00.000,29.115043663889,1151,56,56,0,4,4
Atlanta,2025,4,Thursday,12:00:00.000,28.315845329722,1097,73,73,0,4,4
Atlanta,2025,4,Thursday,13:00:00.000,21.658941397778,678,57,57,0,4,4
Atlanta,2025,4,Thursday,14:00:00.000,19.182429217500,690,56,56,0,4,4
Atlanta,2025,4,Thursday,15:00:00.000,16.201066873611,528,72,72,0,4,4
Atlanta,2025,4,Thursday,16:00:00.000,7.948632425000,318,53,53,0,4,4
Atlanta,2025,4,Thursday,17:00:00.000,1.553333333333,78,36,36,0,4,4
Atlanta,2025,4,Thursday,18:00:00.000,0.390000000000,10,8,8,0,2,2
Atlanta,2025,4,Tuesday,06:00:00.000,6.255243060000,161,5,5,0,5,4
Atlanta,2025,4,Tuesday,07:00:00.000,18.100725146667,471,47,47,0,5,5
Atlanta,2025,4,Tuesday,08:00:00.000,36.883229955833,1202,51,51,0,5,5
Atlanta,2025,4,Tuesday,09:00:00.000,48.463614570833,1671,92,92,0,5,5
Atlanta,2025,4,Tuesday,10:00:00.000,40.324420120833,1520,77,77,0,5,5
Atlanta,2025,4,Tuesday,11:00:00.000,33.037634716667,1026,123,123,0,5,5
Atlanta,2025,4,Tuesday,12:00:00.000,31.455814443056,1156,52,52,0,5,5
Atlanta,2025,4,Tuesday,13:00:00.000,24.489287519444,882,86,85,1,5,5
Atlanta,2025,4,Tuesday,14:00:00.000,24.553184945000,908,92,92,0,5,5
Atlanta,2025,4,Tuesday,15:00:00.000,14.760001291389,623,68,68,0,5,5
Atlanta,2025,4,Tuesday,16:00:00.000,10.929594222778,456,44,44,0,5,5
Atlanta,2025,4,Tuesday,17:00:00.000,1.743513275556,73,40,40,0,5,5
Atlanta,2025,4,Tuesday,18:00:00.000,0.424861447222,13,19,19,0,3,4
Atlanta,2025,4,Tuesday,22:00:00.000,,,1,1,0,,1
Atlanta,2025,4,Wednesday,06:00:00.000,2.993006663056,106,7,7,0,5,2
Atlanta,2025,4,Wednesday,07:00:00.000,20.250073100000,670,55,55,0,5,5
Atlanta,2025,4,Wednesday,08:00:00.000,38.167644908611,1524,63,63,0,5,5
Atlanta,2025,4,Wednesday,09:00:00.000,50.185600558889,1791,95,95,0,5,5
Atlanta,2025,4,Wednesday,10:00:00.000,48.674234795833,1727,107,105,2,5,5
Atlanta,2025,4,Wednesday,11:00:00.000,31.652325016111,1191,148,147,1,5,5
Atlanta,2025,4,Wednesday,12:00:00.000,33.788570697222,1140,67,64,3,5,5
Atlanta,2025,4,Wednesday,13:00:00.000,29.975075996111,1063,72,72,0,5,5
Atlanta,2025,4,Wednesday,14:00:00.000,21.541121919722,820,74,74,0,5,5
Atlanta,2025,4,Wednesday,15:00:00.000,15.169185703611,699,73,73,0,5,5
Atlanta,2025,4,Wednesday,16:00:00.000,7.588719914444,350,48,48,0,5,5
Atlanta,2025,4,Wednesday,17:00:00.000,3.126513886111,119,26,26,0,5,5
Atlanta,2025,4,Wednesday,18:00:00.000,0.118333333333,8,1,1,0,2,1
Atlanta,2025,4,Wednesday,19:00:00.000,0.036666666667,2,1,1,0,1,1
Atlanta,2025,4,Wednesday,21:00:00.000,,,1,1,0,,1
Atlanta,2025,5,Friday,05:00:00.000,0.013611111111,1,,,,1,
Atlanta,2025,5,Friday,06:00:00.000,6.785388945278,221,7,7,0,5,3
Atlanta,2025,5,Friday,07:00:00.000,15.678616747222,556,31,31,0,5,5
Atlanta,2025,5,Friday,08:00:00.000,32.552479129167,1086,69,69,0,5,5
Atlanta,2025,5,Friday,09:00:00.000,44.840098701389,1860,99,94,5,5,5
Atlanta,2025,5,Friday,10:00:00.000,33.810478209722,1166,72,62,10,5,5
Atlanta,2025,5,Friday,11:00:00.000,28.211240197778,1117,52,52,0,5,5
Atlanta,2025,5,Friday,12:00:00.000,21.222155452778,850,79,73,6,5,5
Atlanta,2025,5,Friday,13:00:00.000,20.305081324722,744,81,76,5,5,5
Atlanta,2025,5,Friday,14:00:00.000,10.970478236111,457,68,68,0,5,5
Atlanta,2025,5,Friday,15:00:00.000,9.941312319722,413,63,63,0,5,5
Atlanta,2025,5,Friday,16:00:00.000,8.367253201111,343,41,41,0,5,5
Atlanta,2025,5,Friday,17:00:00.000,1.514722222222,69,33,33,0,5,5
Atlanta,2025,5,Friday,18:00:00.000,0.933553109167,38,9,9,0,3,4
Atlanta,2025,5,Friday,21:00:00.000,,,1,1,0,,1
Atlanta,2025,5,Monday,05:00:00.000,0.048611111111,1,,,,1,
Atlanta,2025,5,Monday,06:00:00.000,5.190044891111,246,10,10,0,3,3
Atlanta,2025,5,Monday,07:00:00.000,16.054678675000,488,35,35,0,3,3
Atlanta,2025,5,Monday,08:00:00.000,16.609297590278,730,74,74,0,3,3
Atlanta,2025,5,Monday,09:00:00.000,21.885659611111,852,60,60,0,3,3
Atlanta,2025,5,Monday,10:00:00.000,21.370158566667,713,61,56,5,3,3
Atlanta,2025,5,Monday,11:00:00.000,18.536701601389,739,43,43,0,3,3
Atlanta,2025,5,Monday,12:00:00.000,15.512241666667,517,50,50,0,3,3
Atlanta,2025,5,Monday,13:00:00.000,13.363236076389,504,29,29,0,3,3
Atlanta,2025,5,Monday,14:00:00.000,10.353792847222,489,53,51,2,3,3
Atlanta,2025,5,Monday,15:00:00.000,7.311371278056,298,52,52,0,3,3
Atlanta,2025,5,Monday,16:00:00.000,3.975562200833,226,56,56,0,3,3
Atlanta,2025,5,Monday,17:00:00.000,1.664170080000,95,36,26,10,3,3
Atlanta,2025,5,Monday,18:00:00.000,0.142346345556,3,8,8,0,2,2
Atlanta,2025,5,Monday,20:00:00.000,0.082918657778,2,,,,1,
Atlanta,2025,5,Monday,23:00:00.000,,,1,1,0,,1
Atlanta,2025,5,Saturday,06:00:00.000,0.601376683333,43,,,,5,
Atlanta,2025,5,Saturday,07:00:00.000,0.787119975556,56,7,7,0,5,2
Atlanta,2025,5,Saturday,08:00:00.000,0.514637378611,27,31,31,0,5,1
Atlanta,2025,5,Saturday,09:00:00.000,1.042680082222,75,1,1,0,5,1
Atlanta,2025,5,Saturday,10:00:00.000,0.694349593333,41,,,,4,
Atlanta,2025,5,Saturday,11:00:00.000,0.925672024444,63,,,,5,
Atlanta,2025,5,Saturday,12:00:00.000,0.382062465000,29,,,,5,
Atlanta,2025,5,Saturday,13:00:00.000,0.418923126111,33,,,,4,
Atlanta,2025,5,Saturday,14:00:00.000,0.325446068333,10,,,,2,
Atlanta,2025,5,Saturday,15:00:00.000,0.111461035556,7,,,,2,
Atlanta,2025,5,Saturday,16:00:00.000,0.026388888889,1,,,,1,
Atlanta,2025,5,Saturday,17:00:00.000,0.118161215556,9,,,,2,
Atlanta,2025,5,Thursday,04:00:00.000,0.033055555556,2,,,,1,
Atlanta,2025,5,Thursday,05:00:00.000,0.055000000000,6,,,,2,
Atlanta,2025,5,Thursday,06:00:00.000,10.536832732778,314,19,19,0,5,4
Atlanta,2025,5,Thursday,07:00:00.000,19.021977309722,585,49,49,0,5,5
Atlanta,2025,5,Thursday,08:00:00.000,34.530225746667,1282,90,90,0,5,5
Atlanta,2025,5,Thursday,09:00:00.000,37.553940966111,1516,129,129,0,5,5
Atlanta,2025,5,Thursday,10:00:00.000,39.873567537500,1526,74,73,1,5,5
Atlanta,2025,5,Thursday,11:00:00.000,21.885328537500,819,93,86,7,5,5
Atlanta,2025,5,Thursday,12:00:00.000,24.809771636389,806,43,43,0,5,5
Atlanta,2025,5,Thursday,13:00:00.000,24.004486049167,755,72,67,5,5,5
Atlanta,2025,5,Thursday,14:00:00.000,19.029955080833,672,82,77,5,5,5
Atlanta,2025,5,Thursday,15:00:00.000,10.420924304444,446,58,58,0,5,5
Atlanta,2025,5,Thursday,16:00:00.000,7.923413599444,271,36,36,0,5,5
Atlanta,2025,5,Thursday,17:00:00.000,1.676177801389,79,23,23,0,5,5
Atlanta,2025,5,Thursday,18:00:00.000,0.063091344444,4,31,31,0,2,2
Atlanta,2025,5,Thursday,19:00:00.000,0.011666666667,1,,,,1,
Atlanta,2025,5,Tuesday,06:00:00.000,6.752533021944,223,21,21,0,4,3
Atlanta,2025,5,Tuesday,07:00:00.000,14.910756013889,523,46,46,0,4,4
Atlanta,2025,5,Tuesday,08:00:00.000,25.249126738889,975,62,62,0,4,4
Atlanta,2025,5,Tuesday,09:00:00.000,32.699913266667,1086,70,70,0,4,4
Atlanta,2025,5,Tuesday,10:00:00.000,22.746110204167,893,84,84,0,4,4
Atlanta,2025,5,Tuesday,11:00:00.000,25.822402329167,956,54,52,2,4,4
Atlanta,2025,5,Tuesday,12:00:00.000,18.326944338889,618,64,64,0,4,4
Atlanta,2025,5,Tuesday,13:00:00.000,18.133726518056,578,48,48,0,4,4
Atlanta,2025,5,Tuesday,14:00:00.000,15.423869182222,528,51,51,0,4,4
Atlanta,2025,5,Tuesday,15:00:00.000,9.905291559722,417,44,44,0,4,4
Atlanta,2025,5,Tuesday,16:00:00.000,7.903145207500,252,54,54,0,4,4
Atlanta,2025,5,Tuesday,17:00:00.000,1.806539440000,105,20,20,0,4,4
Atlanta,2025,5,Tuesday,18:00:00.000,0.022777777778,1,25,25,0,1,3
Atlanta,2025,5,Tuesday,19:00:00.000,,,3,3,0,,2
Atlanta,2025,5,Tuesday,22:00:00.000,,,2,2,0,,1
Atlanta,2025,5,Wednesday,05:00:00.000,0.056666666667,3,,,,1,
Atlanta,2025,5,Wednesday,06:00:00.000,6.810531945833,232,10,10,0,4,4
Atlanta,2025,5,Wednesday,07:00:00.000,16.669527141111,548,20,20,0,4,4
Atlanta,2025,5,Wednesday,08:00:00.000,23.710941862500,894,60,60,0,4,4
Atlanta,2025,5,Wednesday,09:00:00.000,33.490429387500,1149,113,113,0,4,4
Atlanta,2025,5,Wednesday,10:00:00.000,32.077671651111,1111,70,70,0,4,4
Atlanta,2025,5,Wednesday,11:00:00.000,24.769281376111,959,87,87,0,4,4
Atlanta,2025,5,Wednesday,12:00:00.000,28.398941718056,948,56,56,0,4,4
Atlanta,2025,5,Wednesday,13:00:00.000,18.053021911944,594,49,49,0,4,4
Atlanta,2025,5,Wednesday,14:00:00.000,15.613733216111,432,41,40,1,4,4
Atlanta,2025,5,Wednesday,15:00:00.000,12.197844415278,379,48,47,1,4,4
Atlanta,2025,5,Wednesday,16:00:00.000,5.639654755278,285,60,58,2,4,4
Atlanta,2025,5,Wednesday,17:00:00.000,1.411879693333,79,26,26,0,4,4
Atlanta,2025,5,Wednesday,18:00:00.000,0.083611111111,3,5,5,0,2,2
Atlanta,2025,6,Friday,05:00:00.000,0.055277777778,1,,,,1,
Atlanta,2025,6,Friday,06:00:00.000,4.205582816667,148,6,6,0,4,3
Atlanta,2025,6,Friday,07:00:00.000,8.054334373611,269,26,26,0,4,4
Atlanta,2025,6,Friday,08:00:00.000,22.300437372222,895,55,55,0,4,4
Atlanta,2025,6,Friday,09:00:00.000,34.667020111111,1287,53,53,0,4,4
Atlanta,2025,6,Friday,10:00:00.000,31.956157465278,1340,55,55,0,4,4
Atlanta,2025,6,Friday,11:00:00.000,20.594848980556,943,98,95,3,4,4
Atlanta,2025,6,Friday,12:00:00.000,17.055836837500,672,44,41,3,4,4
Atlanta,2025,6,Friday,13:00:00.000,14.376771123611,687,64,47,17,4,4
Atlanta,2025,6,Friday,14:00:00.000,17.655089576389,710,48,47,1,4,4
Atlanta,2025,6,Friday,15:00:00.000,7.742612829167,408,47,42,5,4,4
Atlanta,2025,6,Friday,16:00:00.000,6.905301327778,260,44,44,0,4,4
Atlanta,2025,6,Friday,17:00:00.000,2.105207013889,63,30,30,0,4,4
Atlanta,2025,6,Friday,18:00:00.000,0.382412361111,15,7,7,0,2,4
Atlanta,2025,6,Friday,19:00:00.000,0.421666666667,10,3,3,0,1,1
Atlanta,2025,6,Friday,20:00:00.000,,,1,1,0,,1
Atlanta,2025,6,Monday,06:00:00.000,8.505186259722,252,23,23,0,5,5
Atlanta,2025,6,Monday,07:00:00.000,21.050847298611,684,56,56,0,5,5
Atlanta,2025,6,Monday,08:00:00.000,36.614901395833,1218,100,100,0,5,5
Atlanta,2025,6,Monday,09:00:00.000,41.937807666667,1525,79,79,0,5,5
Atlanta,2025,6,Monday,10:00:00.000,32.997780312500,1213,124,124,0,5,5
Atlanta,2025,6,Monday,11:00:00.000,26.619638833333,976,88,84,4,5,5
Atlanta,2025,6,Monday,12:00:00.000,19.857877330556,852,90,83,7,5,5
Atlanta,2025,6,Monday,13:00:00.000,22.030960202778,875,78,74,4,5,5
Atlanta,2025,6,Monday,14:00:00.000,23.103686255556,876,104,101,3,5,5
Atlanta,2025,6,Monday,15:00:00.000,14.125609480556,558,85,85,0,5,5
Atlanta,2025,6,Monday,16:00:00.000,12.124281361111,433,63,62,1,5,5
Atlanta,2025,6,Monday,17:00:00.000,2.869434766667,126,52,51,1,5,5
Atlanta,2025,6,Monday,18:00:00.000,0.195670716667,6,9,9,0,4,4
Atlanta,2025,6,Monday,19:00:00.000,,,1,1,0,,1
Atlanta,2025,6,Monday,20:00:00.000,,,2,2,0,,1
Atlanta,2025,6,Monday,23:00:00.000,,,1,1,0,,1
Atlanta,2025,6,Saturday,01:00:00.000,,,1,1,0,,1
Atlanta,2025,6,Saturday,05:00:00.000,0.029722222222,2,,,,1,
Atlanta,2025,6,Saturday,06:00:00.000,0.151169568056,6,,,,3,
Atlanta,2025,6,Saturday,07:00:00.000,0.639885062500,33,,,,3,
Atlanta,2025,6,Saturday,08:00:00.000,0.435382776389,26,,,,3,
Atlanta,2025,6,Saturday,09:00:00.000,0.325703012500,20,,,,3,
Atlanta,2025,6,Saturday,10:00:00.000,0.494905350000,31,,,,3,
Atlanta,2025,6,Saturday,11:00:00.000,0.421584286111,16,,,,3,
Atlanta,2025,6,Saturday,12:00:00.000,0.207887680556,10,,,,2,
Atlanta,2025,6,Saturday,13:00:00.000,0.202500000000,9,,,,2,
Atlanta,2025,6,Saturday,14:00:00.000,0.025777375000,1,,,,1,
Atlanta,2025,6,Thursday,05:00:00.000,0.029166666667,2,,,,2,
Atlanta,2025,6,Thursday,06:00:00.000,4.290998933333,205,7,7,0,4,2
Atlanta,2025,6,Thursday,07:00:00.000,14.392033312500,497,45,45,0,4,4
Atlanta,2025,6,Thursday,08:00:00.000,28.530047715278,1131,53,50,3,4,4
Atlanta,2025,6,Thursday,09:00:00.000,34.997399736111,1342,66,66,0,4,4
Atlanta,2025,6,Thursday,10:00:00.000,24.696752794444,1046,117,117,0,4,4
Atlanta,2025,6,Thursday,11:00:00.000,27.266545555556,1045,59,59,0,4,4
Atlanta,2025,6,Thursday,12:00:00.000,19.030765701389,737,69,69,0,4,4
Atlanta,2025,6,Thursday,13:00:00.000,17.734676256944,605,66,66,0,4,4
Atlanta,2025,6,Thursday,14:00:00.000,21.503731175000,639,54,54,0,4,4
Atlanta,2025,6,Thursday,15:00:00.000,11.275694695833,456,75,75,0,4,4
Atlanta,2025,6,Thursday,16:00:00.000,8.882907426389,344,40,40,0,4,4
Atlanta,2025,6,Thursday,17:00:00.000,1.381797080556,50,53,53,0,4,4
Atlanta,2025,6,Thursday,18:00:00.000,0.086579288889,4,8,8,0,2,2
Atlanta,2025,6,Thursday,19:00:00.000,,,5,5,0,,1
Atlanta,2025,6,Tuesday,06:00:00.000,5.752931163889,123,6,6,0,4,4
Atlanta,2025,6,Tuesday,07:00:00.000,14.165416451389,516,29,29,0,4,4
Atlanta,2025,6,Tuesday,08:00:00.000,26.600616361111,1216,94,93,1,4,4
Atlanta,2025,6,Tuesday,09:00:00.000,38.835302687500,1479,78,76,2,4,4
Atlanta,2025,6,Tuesday,10:00:00.000,34.861243500000,1322,71,69,2,4,4
Atlanta,2025,6,Tuesday,11:00:00.000,28.336255993056,1078,57,57,0,4,4
Atlanta,2025,6,Tuesday,12:00:00.000,21.843828938889,843,45,45,0,4,4
Atlanta,2025,6,Tuesday,13:00:00.000,23.391300633333,859,41,41,0,4,4
Atlanta,2025,6,Tuesday,14:00:00.000,17.365304143056,681,44,44,0,4,4
Atlanta,2025,6,Tuesday,15:00:00.000,11.637759876389,538,55,55,0,4,4
Atlanta,2025,6,Tuesday,16:00:00.000,8.745021741667,251,36,36,0,4,4
Atlanta,2025,6,Tuesday,17:00:00.000,1.851898872222,70,11,11,0,4,4
Atlanta,2025,6,Tuesday,18:00:00.000,0.103704362500,5,11,11,0,2,4
Atlanta,2025,6,Tuesday,22:00:00.000,,,1,1,0,,1
Atlanta,2025,6,Wednesday,05:00:00.000,0.037777777778,2,,,,1,
Atlanta,2025,6,Wednesday,06:00:00.000,4.236663254167,166,7,7,0,4,2
Atlanta,2025,6,Wednesday,07:00:00.000,12.157299138889,488,22,22,0,4,4
Atlanta,2025,6,Wednesday,08:00:00.000,27.556361458333,1290,31,31,0,4,4
Atlanta,2025,6,Wednesday,09:00:00.000,34.469496840278,1421,50,50,0,4,4
Atlanta,2025,6,Wednesday,10:00:00.000,27.714491916667,963,64,64,0,4,4
