Market,Time Zone,Open,Close,Sat Open,Sat Close,Year,Month,NDay,Day,Hour,Order Management Interactions,Order Management HT (hr),Orders,Analog,Digital,Occur Int,Occur Ord
SOUTHWEST,,,,,,2026,2,2,Tuesday,23:00:00.000,2,0.02222222222,,,,2,
SOUTHWEST,,,,,,2026,2,3,Wednesday,00:00:00.000,1,0.01416666667,,,,1,
SOUTHWEST,,,,,,2026,2,3,Wednesday,01:00:00.000,1,0.01,,,,1,
SOUTHWEST,,,,,,2026,2,3,Wednesday,02:00:00.000,2,0.03194444444,,,,2,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,04:00:00.000,2,0.04361111111,3,1,2,2,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,05:00:00.000,16,1.810981956,13,5,8,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,06:00:00.000,29,2.818451289,31,19,12,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,07:00:00.000,88,15.007499526,75,36,39,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,08:00:00.000,158,44.891872841,143,60,83,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,09:00:00.000,154,46.271340542,83,37,46,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,10:00:00.000,155,38.923575951,106,69,37,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,11:00:00.000,144,41.353322838,103,62,41,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,12:00:00.000,176,37.398029214,98,49,49,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,13:00:00.000,120,23.837675243,128,79,49,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,14:00:00.000,96,24.939496356,123,96,27,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,15:00:00.000,78,20.04567013,98,78,20,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,16:00:00.000,9,0.5119444444,36,32,4,4,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,17:00:00.000,1,0.01388888889,17,4,13,1,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,18:00:00.000,,,3,0,3,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,3,Wednesday,19:00:00.000,,,5,0,5,,1
SOUTHWEST,,,,,,2026,2,4,Thursday,02:00:00.000,1,0.01305555556,,,,1,
SOUTHWEST,,,,,,2026,2,4,Thursday,03:00:00.000,4,0.1413888889,,,,3,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,04:00:00.000,5,0.2038888889,3,1,2,4,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,05:00:00.000,26,1.645446192,8,7,1,4,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,06:00:00.000,33,4.004614263,21,12,9,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,07:00:00.000,105,17.145093447,67,43,24,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,08:00:00.000,114,23.386427383,154,75,79,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,09:00:00.000,159,61.941618542,111,53,58,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,10:00:00.000,115,27.709212715,85,66,19,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,11:00:00.000,148,40.846814268,82,63,19,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,12:00:00.000,146,32.034050754,188,87,101,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,13:00:00.000,101,18.903104442,150,84,66,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,14:00:00.000,97,24.691471575,90,66,24,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,15:00:00.000,56,11.679725808,115,91,24,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,16:00:00.000,5,0.2716666667,44,41,3,3,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,17:00:00.000,,,35,34,1,,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,18:00:00.000,,,13,6,7,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,19:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,4,Thursday,20:00:00.000,,,4,1,3,,1
SOUTHWEST,,,,,,2026,2,5,Friday,02:00:00.000,3,0.04587026722,,,,2,
SOUTHWEST,,,,,,2026,2,5,Friday,03:00:00.000,2,0.02361111111,,,,2,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,04:00:00.000,3,0.09287693167,1,0,1,2,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,05:00:00.000,19,1.256829883,8,1,7,3,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,06:00:00.000,49,6.453116563,26,9,17,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,07:00:00.000,92,17.652925809,65,42,23,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,08:00:00.000,122,24.769701739,90,66,24,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,09:00:00.000,105,24.260650629,143,67,76,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,10:00:00.000,105,27.612368054,152,52,100,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,11:00:00.000,95,23.001608215,85,67,18,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,12:00:00.000,110,32.827695331,75,53,22,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,13:00:00.000,84,14.773690955,58,43,15,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,14:00:00.000,71,27.177715345,45,36,9,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,15:00:00.000,44,6.876060396,57,37,20,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,16:00:00.000,10,0.5255935586,4,2,2,3,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,17:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,5,Friday,18:00:00.000,,,11,0,11,,2
SOUTHWEST,,,,,,2026,2,6,Saturday,04:00:00.000,1,0.03055555556,,,,1,
SOUTHWEST,,,,,,2026,2,6,Saturday,05:00:00.000,2,0.2172222222,,,,1,
SOUTHWEST,,,,,,2026,2,6,Saturday,06:00:00.000,2,0.02888888889,,,,2,
SOUTHWEST,,,,,,2026,2,6,Saturday,07:00:00.000,2,0.16,,,,1,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,08:00:00.000,3,0.08027777778,2,0,2,2,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,09:00:00.000,4,0.1743444431,1,0,1,3,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,10:00:00.000,9,0.7622222222,1,1,0,4,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,11:00:00.000,8,0.3433567767,0,0,0,3,1
SOUTHWEST,,,,,,2026,2,6,Saturday,12:00:00.000,4,0.06195034222,,,,1,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,13:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,2,6,Saturday,14:00:00.000,1,0.01583333333,1,0,1,1,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,0,Sunday,08:00:00.000,,,1,0,1,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,0,Sunday,09:00:00.000,,,0,0,0,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,0,Sunday,15:00:00.000,,,1,1,0,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,0,Sunday,19:00:00.000,,,2,0,2,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,0,Sunday,21:00:00.000,,,2,0,2,,2
SOUTHWEST,,,,,,2026,3,1,Monday,02:00:00.000,2,0.07414777778,,,,1,
SOUTHWEST,,,,,,2026,3,1,Monday,03:00:00.000,7,0.1327777778,,,,3,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,04:00:00.000,14,0.5727777778,12,0,12,5,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,05:00:00.000,28,3.030556578,8,6,2,5,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,06:00:00.000,63,8.096065203,19,13,6,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,07:00:00.000,132,28.732268139,61,35,26,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,08:00:00.000,154,38.539494672,96,42,54,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,09:00:00.000,155,32.0620729,83,37,46,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,10:00:00.000,178,43.030608044,108,37,71,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,11:00:00.000,159,48.949998142,93,65,28,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,12:00:00.000,154,48.738146281,96,44,52,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,13:00:00.000,133,28.71417075,68,43,25,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,14:00:00.000,122,27.807982189,65,30,35,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,15:00:00.000,85,20.642545878,75,38,37,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,16:00:00.000,5,0.4258333333,19,14,5,3,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,17:00:00.000,2,0.1486111111,5,0,5,1,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,19:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,21:00:00.000,,,2,0,2,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,1,Monday,22:00:00.000,,,0,0,0,,1
SOUTHWEST,,,,,,2026,3,1,Monday,23:00:00.000,1,0.02972222222,,,,1,
SOUTHWEST,,,,,,2026,3,2,Tuesday,00:00:00.000,1,0.02027777778,,,,1,
SOUTHWEST,,,,,,2026,3,2,Tuesday,01:00:00.000,2,0.03222222222,,,,1,
SOUTHWEST,,,,,,2026,3,2,Tuesday,02:00:00.000,1,0.01194444444,,,,1,
SOUTHWEST,,,,,,2026,3,2,Tuesday,03:00:00.000,2,0.01416666667,,,,2,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,04:00:00.000,22,0.8733333333,0,0,0,5,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,05:00:00.000,27,3.815611692,15,2,13,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,06:00:00.000,54,6.517111097,20,11,9,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,07:00:00.000,137,33.038898108,78,40,38,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,08:00:00.000,165,37.874413764,106,49,57,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,09:00:00.000,172,49.954447283,112,52,60,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,10:00:00.000,142,37.124755519,119,81,38,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,11:00:00.000,167,51.192500964,73,41,32,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,12:00:00.000,150,23.106459086,107,71,36,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,13:00:00.000,138,28.114274917,102,53,49,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,14:00:00.000,117,21.006798917,98,65,33,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,15:00:00.000,96,28.26994025,75,65,10,5,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,16:00:00.000,4,1.263333333,26,7,19,2,5
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,17:00:00.000,,,3,0,3,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,18:00:00.000,,,1,0,1,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,19:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,2,Tuesday,21:00:00.000,,,0,0,0,,1
SOUTHWEST,,,,,,2026,3,2,Tuesday,23:00:00.000,2,0.02777777778,,,,1,
SOUTHWEST,,,,,,2026,3,3,Wednesday,00:00:00.000,1,0.07305555556,,,,1,
SOUTHWEST,,,,,,2026,3,3,Wednesday,03:00:00.000,2,0.03805555556,,,,1,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,04:00:00.000,12,0.4188888889,11,6,5,4,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,05:00:00.000,24,5.887144,2,0,2,4,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,06:00:00.000,48,7.106455181,34,12,22,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,07:00:00.000,102,23.078356056,75,56,19,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,08:00:00.000,126,25.440875561,79,53,26,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,09:00:00.000,133,35.948078075,114,58,56,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,10:00:00.000,99,26.177695075,94,56,38,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,11:00:00.000,117,32.332131553,83,48,35,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,12:00:00.000,120,29.885673542,75,49,26,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,13:00:00.000,139,29.441103269,132,60,72,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,14:00:00.000,76,19.607919875,68,32,36,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,15:00:00.000,76,14.525694075,72,67,5,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,16:00:00.000,3,0.07779692222,47,24,23,2,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,17:00:00.000,,,37,37,0,,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,18:00:00.000,,,1,0,1,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,19:00:00.000,,,2,0,2,,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,3,Wednesday,22:00:00.000,,,10,0,10,,2
SOUTHWEST,,,,,,2026,3,4,Thursday,03:00:00.000,2,0.04138888889,,,,2,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,04:00:00.000,4,0.1052777778,1,0,1,3,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,05:00:00.000,30,3.527215133,5,1,4,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,06:00:00.000,51,7.644051014,39,28,11,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,07:00:00.000,110,18.772884167,96,49,47,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,08:00:00.000,139,28.719780422,95,52,43,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,09:00:00.000,161,42.875350111,147,65,82,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,10:00:00.000,161,43.324562556,106,57,49,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,11:00:00.000,131,35.465249822,188,72,116,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,12:00:00.000,136,29.664029636,138,70,68,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,13:00:00.000,117,24.461143531,95,61,34,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,14:00:00.000,110,21.186578558,117,88,29,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,15:00:00.000,68,15.803976861,80,64,16,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,16:00:00.000,19,1.140277778,41,25,16,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,17:00:00.000,,,54,46,8,,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,18:00:00.000,,,24,24,0,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,19:00:00.000,,,3,0,3,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,21:00:00.000,,,3,0,3,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,4,Thursday,22:00:00.000,,,1,0,1,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,00:00:00.000,1,0.01194444444,0,0,0,1,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,01:00:00.000,,,0,0,0,,1
SOUTHWEST,,,,,,2026,3,5,Friday,02:00:00.000,1,0.005833333333,,,,1,
SOUTHWEST,,,,,,2026,3,5,Friday,03:00:00.000,3,0.08805555556,,,,2,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,04:00:00.000,7,0.1672222222,1,0,1,4,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,05:00:00.000,36,3.160939578,5,2,3,4,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,06:00:00.000,45,5.015076906,29,10,19,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,07:00:00.000,88,13.320811922,67,38,29,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,08:00:00.000,115,25.601740972,94,60,34,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,09:00:00.000,93,17.913421089,113,59,54,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,10:00:00.000,108,32.440883744,142,44,98,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,11:00:00.000,99,21.134970072,127,54,73,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,12:00:00.000,130,29.445916411,51,40,11,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,13:00:00.000,114,24.056751114,94,61,33,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,14:00:00.000,95,19.796670847,113,79,34,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,15:00:00.000,47,11.574181206,70,52,18,4,4
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,16:00:00.000,11,0.61,23,18,5,3,3
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,17:00:00.000,2,0.1728543556,26,26,0,1,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,18:00:00.000,,,6,0,6,,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,5,Friday,19:00:00.000,,,1,0,1,,1
SOUTHWEST,,,,,,2026,3,5,Friday,23:00:00.000,1,0.009722222222,,,,1,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,04:00:00.000,,,1,0,1,,1
SOUTHWEST,,,,,,2026,3,6,Saturday,05:00:00.000,3,0.07806728333,,,,2,
SOUTHWEST,,,,,,2026,3,6,Saturday,06:00:00.000,1,0.01944444444,,,,1,
SOUTHWEST,,,,,,2026,3,6,Saturday,07:00:00.000,1,0.07555555556,,,,1,
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,08:00:00.000,3,0.2033333333,1,0,1,1,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,09:00:00.000,6,0.5040751639,2,2,0,4,2
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,10:00:00.000,5,0.1638888889,1,0,1,2,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,11:00:00.000,1,0.005,0,0,0,1,1
SOUTHWEST,PHX,05:00:00.000,16:00:00.000,05:00:00.000,12:00:00.000,2026,3,6,Saturday,12:00:00.000,4,0.06611111111,1,0,1,1,1
